Date,Open,High,Low,Close,Volume,Adj Close
2016-11-28,60.34,61.02,60.209999,60.610001,20603800,60.610001
2016-11-25,60.299999,60.529999,60.130001,60.529999,8370500,60.529999
2016-11-23,61.009998,61.099998,60.25,60.400002,21847200,60.400002
2016-11-22,60.98,61.259998,60.810001,61.119999,22645300,61.119999
2016-11-21,60.50,60.970001,60.419998,60.860001,19563200,60.860001
2016-11-18,60.779999,61.139999,60.299999,60.349998,26580600,60.349998
2016-11-17,60.41,60.950001,59.970001,60.639999,31463700,60.639999
2016-11-16,58.939999,59.66,58.810001,59.650002,26851400,59.650002
2016-11-15,58.330002,59.490002,58.32,58.869999,34764300,58.869999
2016-11-14,59.02,59.080002,57.279999,58.119999,41328400,57.73
2016-11-11,58.23,59.119999,58.009998,59.02,38767800,58.623963
2016-11-10,60.48,60.490002,57.630001,58.700001,57822400,58.30611
2016-11-09,60.00,60.59,59.200001,60.169998,49632500,59.766244
2016-11-08,60.549999,60.779999,60.150002,60.470001,22935400,60.064234
2016-11-07,59.779999,60.52,59.779999,60.419998,31664800,60.014566
2016-11-04,58.650002,59.279999,58.52,58.709999,28697000,58.316041
2016-11-03,59.529999,59.639999,59.110001,59.209999,21600400,58.812686
2016-11-02,59.82,59.93,59.299999,59.43,22147000,59.031211
2016-11-01,59.970001,60.02,59.25,59.799999,24533000,59.398727
2016-10-31,60.16,60.419998,59.919998,59.919998,26434700,59.517921
2016-10-28,60.009998,60.52,59.580002,59.869999,33574700,59.468257
2016-10-27,60.610001,60.830002,60.09,60.099998,28479900,59.696714
2016-10-26,60.810001,61.200001,60.470001,60.630001,29911600,60.22316
2016-10-25,60.849998,61.369999,60.799999,60.990002,35137200,60.580745
2016-10-24,59.939999,61.00,59.93,61.00,54067000,60.590676
2016-10-21,60.279999,60.450001,59.490002,59.66,80032200,59.259667
2016-10-20,57.50,57.52,56.66,57.25,49455600,56.865839
2016-10-19,57.470001,57.84,57.400002,57.529999,22878400,57.143959
2016-10-18,57.529999,57.950001,57.41,57.66,19149500,57.273088
2016-10-17,57.360001,57.459999,56.869999,57.220001,23830000,56.836042
2016-10-14,57.119999,57.740002,57.119999,57.419998,27402500,57.034697
2016-10-13,56.700001,57.299999,56.32,56.919998,25313700,56.538052
2016-10-12,57.110001,57.27,56.400002,57.110001,22177500,56.726779
2016-10-11,57.889999,58.02,56.889999,57.189999,26497400,56.806241
2016-10-10,57.91,58.389999,57.869999,58.040001,18196500,57.650539
2016-10-07,57.849998,57.98,57.419998,57.799999,20089000,57.412148
2016-10-06,57.740002,57.860001,57.279999,57.740002,16212600,57.352553
2016-10-05,57.290001,57.959999,57.259998,57.639999,16726400,57.253222
2016-10-04,57.27,57.599998,56.970001,57.240002,20085900,56.855908
2016-10-03,57.41,57.549999,57.060001,57.419998,19189500,57.034697
2016-09-30,57.57,57.77,57.34,57.599998,29910800,57.213489
2016-09-29,57.810001,58.169998,57.209999,57.400002,25463500,57.014834
2016-09-28,57.880001,58.060001,57.669998,58.029999,20536400,57.640604
2016-09-27,56.93,58.060001,56.68,57.950001,28065100,57.561143
2016-09-26,57.080002,57.139999,56.830002,56.900002,21688700,56.518189
2016-09-23,57.869999,57.91,57.380001,57.43,19955300,57.044632
2016-09-22,57.919998,58.00,57.630001,57.82,19822200,57.432014
2016-09-21,57.509998,57.849998,57.080002,57.759998,33707300,57.372415
2016-09-20,57.349998,57.349998,56.75,56.810001,17384000,56.428793
2016-09-19,57.27,57.75,56.849998,56.93,20937100,56.547987
2016-09-16,57.630001,57.630001,56.75,57.25,44607000,56.865839
2016-09-15,56.150002,57.349998,55.98,57.189999,26847000,56.806241
2016-09-14,56.389999,56.630001,56.029999,56.259998,24062500,55.882481
2016-09-13,56.50,56.650002,56.049999,56.529999,30130200,56.150669
2016-09-12,56.00,57.209999,55.610001,57.049999,29303000,56.667181
2016-09-09,56.790001,57.52,56.209999,56.209999,35113900,55.832817
2016-09-08,57.630001,57.790001,57.18,57.43,20146100,57.044632
2016-09-07,57.470001,57.84,57.41,57.66,17493400,57.273088
2016-09-06,57.779999,57.799999,57.209999,57.610001,16278400,57.223424
2016-09-02,57.669998,58.189999,57.419998,57.669998,18900500,57.283019
2016-09-01,57.009998,57.82,57.009998,57.59,26075400,57.203558
2016-08-31,57.650002,57.799999,57.299999,57.459999,20860300,57.074429
2016-08-30,57.98,58.189999,57.610001,57.889999,16930200,57.501544
2016-08-29,58.18,58.599998,58.099998,58.099998,16417200,57.710134
2016-08-26,58.279999,58.700001,57.689999,58.029999,20971200,57.640604
2016-08-25,57.880001,58.290001,57.779999,58.169998,18552600,57.779664
2016-08-24,57.799999,58.040001,57.720001,57.950001,18151500,57.561143
2016-08-23,57.900002,58.18,57.849998,57.889999,18732400,57.501544
2016-08-22,57.599998,57.75,57.259998,57.669998,15221900,57.283019
2016-08-19,57.43,57.73,57.200001,57.619999,17271000,57.233355
2016-08-18,57.419998,57.700001,57.27,57.599998,14214300,57.213489
2016-08-17,57.540001,57.68,57.23,57.560001,18856400,57.17376
2016-08-16,57.610001,57.619999,57.27,57.439999,20523500,57.054563
2016-08-15,58.009998,58.50,57.959999,58.119999,19283900,57.372413
2016-08-12,58.029999,58.189999,57.619999,57.939999,21655200,57.194728
2016-08-11,58.029999,58.450001,58.029999,58.299999,18162300,57.550098
2016-08-10,58.16,58.32,57.82,58.02,15756900,57.273701
2016-08-09,58.169998,58.50,58.02,58.200001,16920700,57.451386
2016-08-08,58.060001,58.09,57.779999,58.060001,19473500,57.313187
2016-08-05,57.650002,58.209999,57.450001,57.959999,29335200,57.214471
2016-08-04,56.799999,57.52,56.669998,57.389999,26587700,56.651803
2016-08-03,56.68,57.110001,56.490002,56.970001,22075600,56.237207
2016-08-02,56.849998,56.900002,56.310001,56.580002,35122000,55.852224
2016-08-01,56.599998,56.75,56.139999,56.580002,26003400,55.852224
2016-07-29,56.259998,56.759998,56.049999,56.68,30558700,55.950937
2016-07-28,56.00,56.369999,55.720001,56.209999,37550400,55.486981
2016-07-27,56.610001,56.799999,56.110001,56.189999,32327500,55.467238
2016-07-26,56.52,57.290001,56.509998,56.759998,28079000,56.029906
2016-07-25,56.470001,56.740002,56.259998,56.73,25610600,56.000293
2016-07-22,56.080002,56.630001,55.779999,56.57,32157200,55.842351
2016-07-21,55.98,56.23,55.759998,55.799999,32776700,55.082255
2016-07-20,56.150002,56.84,55.529999,55.91,89893300,55.190841
2016-07-19,53.709999,53.900002,52.93,53.09,53336500,52.407114
2016-07-18,53.700001,54.34,53.549999,53.959999,31433900,53.265922
2016-07-15,53.950001,54.00,53.209999,53.700001,32024400,53.009268
2016-07-14,53.84,53.990002,53.580002,53.740002,24545500,53.048755
2016-07-13,53.560001,53.860001,53.18,53.509998,25356800,52.82171
2016-07-12,52.939999,53.400002,52.790001,53.209999,27317600,52.525569
2016-07-11,52.50,52.830002,52.470001,52.59,22269200,51.913545
2016-07-08,51.73,52.360001,51.549999,52.299999,28391000,51.627275
2016-07-07,51.419998,51.610001,51.07,51.380001,19585200,50.71911
2016-07-06,50.779999,51.540001,50.389999,51.380001,28167500,50.71911
2016-07-05,50.830002,51.279999,50.740002,51.169998,24806400,50.511809
2016-07-01,51.130001,51.720001,51.07,51.16,21400400,50.501939
2016-06-30,50.720001,51.299999,50.50,51.169998,28527800,50.511809
2016-06-29,49.91,50.720001,49.799999,50.540001,31304000,49.889915
2016-06-28,48.919998,49.470001,48.669998,49.439999,38140700,48.804062
2016-06-27,49.099998,49.150002,48.040001,48.43,50216300,47.807055
2016-06-24,49.810001,50.939999,49.52,49.830002,133503000,49.189048
2016-06-23,51.279999,52.060001,51.150002,51.91,29028800,51.242292
2016-06-22,51.080002,51.459999,50.950001,50.990002,28816800,50.334127
2016-06-21,50.200001,51.43,50.16,51.189999,34097800,50.531552
2016-06-20,50.639999,50.830002,50.029999,50.07,35607900,49.425959
2016-06-17,50.41,50.43,49.82,50.130001,45710500,49.485189
2016-06-16,49.52,50.470001,49.509998,50.389999,31188600,49.741843
2016-06-15,49.779999,50.119999,49.689999,49.689999,33757600,49.050846
2016-06-14,49.900002,50.099998,49.57,49.830002,42577100,49.189048
2016-06-13,49.580002,50.720001,49.060001,50.139999,83217800,49.495059
2016-06-10,51.049999,52.049999,51.040001,51.48,25833200,50.817823
2016-06-09,52.00,52.00,51.490002,51.619999,20305700,50.956021
2016-06-08,52.02,52.439999,51.869999,52.040001,21149400,51.370621
2016-06-07,52.240002,52.73,52.099998,52.099998,20866800,51.429847
2016-06-06,51.990002,52.349998,51.889999,52.130001,18243300,51.459463
2016-06-03,52.380001,52.419998,51.599998,51.790001,23081300,51.123836
2016-06-02,52.639999,52.740002,51.84,52.48,22840800,51.80496
2016-06-01,52.439999,52.950001,52.439999,52.849998,25324800,52.170199
2016-05-31,52.259998,53.00,52.080002,53.00,37653100,52.318272
2016-05-27,51.919998,52.32,51.77,52.32,17653700,51.647018
2016-05-26,51.93,51.98,51.360001,51.889999,24335200,51.222549
2016-05-25,51.919998,52.490002,51.790001,52.119999,24040200,51.44959
2016-05-24,50.700001,51.709999,50.400002,51.59,34757900,50.926408
2016-05-23,50.599998,50.68,49.98,50.029999,26118700,49.386473
2016-05-20,50.48,51.220001,50.400002,50.619999,23905800,49.968884
2016-05-19,50.470001,50.619999,49.82,50.32,23842400,49.672744
2016-05-18,50.48,51.139999,50.299999,50.810001,24907500,50.156442
2016-05-17,51.720001,51.73,50.360001,50.509998,27803500,49.860298
2016-05-16,50.799999,51.959999,50.75,51.830002,20032000,50.807953
2016-05-13,51.439999,51.900002,51.040001,51.080002,22592300,50.072743
2016-05-12,51.200001,51.810001,50.919998,51.509998,24102800,50.49426
2016-05-11,51.130001,51.779999,51.00,51.049999,24039100,50.043332
2016-05-10,50.330002,51.099998,50.189999,51.02,22891000,50.013925
2016-05-09,50.490002,50.59,50.00,50.07,17951600,49.082657
2016-05-06,49.919998,50.389999,49.66,50.389999,24715600,49.396347
2016-05-05,49.869999,50.299999,49.73,49.939999,25390700,48.95522
2016-05-04,49.84,50.060001,49.459999,49.869999,24257600,48.8866
2016-05-03,50.34,50.41,49.599998,49.779999,26460200,48.798375
2016-05-02,50.00,50.75,49.779999,50.610001,33114500,49.61201
2016-04-29,49.349998,50.25,49.349998,49.869999,48411700,48.8866
2016-04-28,50.619999,50.77,49.560001,49.900002,43134800,48.916011
2016-04-27,51.48,51.50,50.549999,50.939999,43369300,49.9355
2016-04-26,52.259998,52.349998,51.09,51.439999,33532600,50.425641
2016-04-25,51.779999,52.130001,51.630001,52.110001,33226900,51.082431
2016-04-22,51.91,52.43,50.77,51.779999,126834100,50.758936
2016-04-21,55.799999,56.23,55.419998,55.779999,38909100,54.680059
2016-04-20,56.290001,56.50,55.490002,55.59,36195700,54.493807
2016-04-19,56.630001,56.77,55.68,56.389999,29596800,55.278031
2016-04-18,55.490002,56.59,55.209999,56.459999,23150300,55.346651
2016-04-15,55.299999,55.919998,55.110001,55.650002,28793800,54.552626
2016-04-14,55.220001,55.580002,55.07,55.360001,20877100,54.268343
2016-04-13,55.119999,55.439999,54.889999,55.349998,20818000,54.258538
2016-04-12,54.369999,54.779999,53.759998,54.650002,24944300,53.572345
2016-04-11,54.490002,55.150002,54.299999,54.310001,21414200,53.239049
2016-04-08,54.669998,55.279999,54.32,54.419998,22167200,53.346877
2016-04-07,54.869999,54.91,54.23,54.459999,19225100,53.386089
2016-04-06,54.360001,55.200001,54.209999,55.119999,21188700,54.033074
2016-04-05,55.189999,55.299999,54.459999,54.560001,19272300,53.484119
2016-04-04,55.43,55.66,55.00,55.43,18928800,54.336963
2016-04-01,55.049999,55.610001,54.57,55.57,24399200,54.474201
2016-03-31,54.950001,55.59,54.860001,55.23,26360500,54.140906
2016-03-30,54.93,55.639999,54.900002,55.049999,23008300,53.964455
2016-03-29,53.66,54.860001,53.450001,54.709999,23924300,53.631159
2016-03-28,54.209999,54.290001,53.330002,53.540001,17025100,52.484233
2016-03-24,53.84,54.330002,53.73,54.209999,19950000,53.141019
2016-03-23,54.110001,54.240002,53.740002,53.970001,20129000,52.905754
2016-03-22,53.610001,54.25,53.459999,54.07,23124100,53.00378
2016-03-21,53.25,53.93,52.93,53.860001,23925700,52.797922
2016-03-18,54.919998,54.970001,53.450001,53.490002,67625500,52.435219
2016-03-17,54.209999,55.00,54.00,54.66,28223900,53.582146
2016-03-16,53.450001,54.599998,53.400002,54.349998,31691700,53.278258
2016-03-15,52.75,53.59,52.740002,53.59,21104800,52.533246
2016-03-14,52.709999,53.59,52.630001,53.169998,24083600,52.121526
2016-03-11,53.00,53.07,52.380001,53.07,32275700,52.023499
2016-03-10,52.93,52.939999,51.16,52.049999,38387800,51.023613
2016-03-09,51.889999,52.849998,51.860001,52.84,28251600,51.798035
2016-03-08,50.799999,52.130001,50.599998,51.650002,33835100,50.631503
2016-03-07,51.560001,51.799999,50.580002,51.029999,38407800,50.023726
2016-03-04,52.400002,52.450001,51.709999,52.029999,33034200,51.004007
2016-03-03,52.970001,52.970001,51.779999,52.349998,24427800,51.317696
2016-03-02,52.41,52.959999,52.16,52.950001,29289900,51.905867
2016-03-01,50.970001,52.59,50.919998,52.580002,33024500,51.543164
2016-02-29,51.349998,51.650002,50.66,50.880001,31654000,49.876686
2016-02-26,52.599998,52.68,51.099998,51.299999,35975900,50.288402
2016-02-25,51.73,52.099998,50.610001,52.099998,26939500,51.072626
2016-02-24,50.689999,51.50,50.200001,51.360001,33014500,50.34722
2016-02-23,52.34,52.369999,50.98,51.18,28895300,50.170769
2016-02-22,52.279999,53.00,52.279999,52.650002,25008300,51.611783
2016-02-19,51.970001,52.279999,51.529999,51.82,33559100,50.798149
2016-02-18,52.330002,52.950001,52.099998,52.189999,27176000,51.160851
2016-02-17,51.490002,52.77,51.450001,52.419998,40789000,51.386315
2016-02-16,50.900002,51.09,50.130001,51.09,37291200,50.082544
2016-02-12,50.25,50.68,49.75,50.50,34243300,49.151279
2016-02-11,48.68,50.110001,48.509998,49.689999,48878600,48.36291
2016-02-10,49.889999,50.389999,49.52,49.709999,38237000,48.382377
2016-02-09,49.02,50.240002,48.669998,49.279999,46740500,47.963861
2016-02-08,49.549999,49.57,48.189999,49.41,59290500,48.09039
2016-02-05,51.939999,52.00,49.560001,50.16,62009000,48.820359
2016-02-04,52.099998,52.810001,51.369999,52.00,46987100,50.611218
2016-02-03,53.25,53.389999,51.259998,52.16,57559800,50.766944
2016-02-02,54.169998,54.259998,52.650002,53.00,56313800,51.58451
2016-02-01,54.880001,55.09,54.50,54.709999,44208500,53.24884
2016-01-29,54.73,55.09,54.00,55.09,83611700,53.618692
2016-01-28,51.860001,52.209999,51.25,52.060001,62513800,50.669617
2016-01-27,52.009998,52.200001,51.02,51.220001,36775200,49.852051
2016-01-26,51.790001,52.439999,51.549999,52.169998,28900800,50.776676
2016-01-25,51.939999,52.650002,51.650002,51.790001,34707700,50.406827
2016-01-22,51.41,52.330002,51.259998,52.290001,37555800,50.893473
2016-01-21,51.00,51.580002,50.299999,50.48,40191200,49.131812
2016-01-20,49.98,51.380001,49.099998,50.790001,63273000,49.433535
2016-01-19,51.48,51.68,50.060001,50.560001,43564500,49.209678
2016-01-15,51.310001,51.970001,50.34,50.990002,70739100,49.628194
2016-01-14,52.00,53.419998,51.57,53.110001,52381900,51.691573
2016-01-13,53.799999,54.07,51.299999,51.639999,66883600,50.260832
2016-01-12,52.759998,53.099998,52.060001,52.779999,36095500,51.370385
2016-01-11,52.509998,52.849998,51.459999,52.299999,36943800,50.903205
2016-01-08,52.369999,53.279999,52.150002,52.330002,48754000,50.932406
2016-01-07,52.700001,53.490002,52.07,52.169998,56564900,50.776676
2016-01-06,54.32,54.400002,53.639999,54.049999,39518900,52.606467
2016-01-05,54.93,55.389999,54.540001,55.049999,34079700,53.57976
2016-01-04,54.32,54.799999,53.389999,54.799999,53778000,53.336436
2015-12-31,56.040001,56.189999,55.419998,55.48,26529600,53.998276
2015-12-30,56.470001,56.779999,56.290001,56.310001,21704500,54.80611
2015-12-29,56.290001,56.849998,56.060001,56.549999,27731400,55.039699
2015-12-28,55.349998,55.950001,54.98,55.950001,22458300,54.455724
2015-12-24,55.860001,55.959999,55.43,55.669998,9558500,54.1832
2015-12-23,55.700001,55.880001,55.439999,55.82,27279800,54.329195
2015-12-22,54.990002,55.48,54.50,55.349998,28322200,53.871747
2015-12-21,54.880001,55.349998,54.23,54.830002,37246300,53.365638
2015-12-18,55.77,56.00,54.029999,54.130001,84684200,52.684332
2015-12-17,56.360001,56.790001,55.529999,55.700001,41280900,54.212401
2015-12-16,55.540001,56.25,54.759998,56.130001,37503300,54.630917
2015-12-15,55.66,55.900002,55.09,55.200001,39843000,53.725755
2015-12-14,54.330002,55.209999,53.68,55.139999,46768900,53.667356
2015-12-11,54.709999,55.099998,54.009998,54.060001,39549500,52.616202
2015-12-10,55.389999,55.66,55.009998,55.27,31620700,53.793885
2015-12-09,55.369999,55.869999,54.509998,54.98,36373200,53.511629
2015-12-08,55.470001,56.099998,54.990002,55.790001,32878000,54.299998
2015-12-07,55.790001,55.970001,55.290001,55.810001,30709800,54.319464
2015-12-04,54.119999,56.23,54.099998,55.91,43963700,54.416792
2015-12-03,55.490002,55.77,53.93,54.200001,38627800,52.752462
2015-12-02,55.32,55.959999,55.060001,55.209999,47274900,53.735486
2015-12-01,54.41,55.23,54.299999,55.220001,39952800,53.745221
2015-11-30,54.540001,54.959999,54.00,54.349998,56241400,52.898454
2015-11-27,53.799999,54.080002,53.790001,53.93,9009100,52.489673
2015-11-25,54.09,54.23,53.689999,53.689999,21005100,52.256081
2015-11-24,53.919998,54.439999,53.580002,54.25,24600000,52.801126
2015-11-23,54.25,54.459999,53.75,54.189999,28235900,52.742727
2015-11-20,54.25,54.299999,53.27,54.189999,37147600,52.742727
2015-11-19,53.990002,54.66,53.779999,53.939999,28149200,52.499404
2015-11-18,53.00,53.98,52.98,53.849998,29710000,52.411808
2015-11-17,53.169998,53.529999,52.849998,52.970001,31551300,51.555313
2015-11-16,53.080002,53.889999,52.849998,53.77,32165200,51.98356
2015-11-13,53.07,53.290001,52.529999,52.84,36848200,51.084457
2015-11-12,53.48,53.98,53.189999,53.32,35361100,51.548509
2015-11-11,53.700001,54.200001,53.459999,53.650002,36516300,51.867547
2015-11-10,54.07,54.130001,53.27,53.509998,55283700,51.732196
2015-11-09,54.549999,54.869999,53.560001,54.16,32513100,52.360602
2015-11-06,54.09,54.98,53.959999,54.919998,32851200,53.09535
2015-11-05,54.490002,54.700001,54.00,54.380001,31468500,52.573294
2015-11-04,54.18,54.880001,54.060001,54.400002,37087800,52.59263
2015-11-03,52.93,54.389999,52.900002,54.150002,36596900,52.350936
2015-11-02,52.849998,53.360001,52.619999,53.240002,30285000,51.471169
2015-10-30,53.32,53.990002,52.619999,52.639999,46619800,50.891101
2015-10-29,53.540001,53.830002,53.220001,53.360001,30202100,51.587181
2015-10-28,53.540001,53.98,52.860001,53.98,47000800,52.186582
2015-10-27,53.990002,54.369999,53.580002,53.689999,50999900,51.906216
2015-10-26,52.529999,54.32,52.50,54.25,64633300,52.447612
2015-10-23,52.299999,54.07,52.25,52.869999,135227100,51.113459
2015-10-22,47.529999,48.950001,47.09,48.029999,56637100,46.434262
2015-10-21,47.919998,47.990002,47.110001,47.200001,25144300,45.63184
2015-10-20,47.439999,47.810001,47.02,47.77,30574000,46.182902
2015-10-19,47.419998,47.880001,47.02,47.619999,29387600,46.037884
2015-10-16,47.02,47.540001,46.900002,47.509998,26450300,45.931538
2015-10-15,47.009998,47.029999,46.529999,47.009998,27189400,45.44815
2015-10-14,46.650002,47.099998,46.529999,46.68,24697800,45.129116
2015-10-13,46.560001,47.130001,46.560001,46.889999,19987800,45.332138
2015-10-12,46.98,47.07,46.50,47.00,19769100,45.438484
2015-10-09,47.450001,47.540001,46.919998,47.110001,28600600,45.54483
2015-10-08,46.560001,47.52,46.50,47.450001,33772700,45.873534
2015-10-07,47.099998,47.349998,45.950001,46.799999,27711500,45.245128
2015-10-06,46.330002,47.18,46.220001,46.75,27017200,45.19679
2015-10-05,45.75,46.889999,45.700001,46.630001,34369300,45.080778
2015-10-02,44.27,45.57,43.919998,45.57,41839000,44.055993
2015-10-01,44.75,44.75,43.75,44.610001,28657900,43.127889
2015-09-30,43.880001,44.299999,43.66,44.259998,34958900,42.789515
2015-09-29,43.369999,43.57,43.049999,43.439999,32763600,41.996759
2015-09-28,43.830002,44.09,43.209999,43.290001,27613800,41.851745
2015-09-25,44.48,44.73,43.759998,43.939999,29384600,42.480147
2015-09-24,43.450001,44.130001,43.27,43.91,27905600,42.451145
2015-09-23,43.93,44.169998,43.509998,43.869999,17145200,42.412473
2015-09-22,43.380001,44.049999,43.310001,43.900002,28085900,42.441479
2015-09-21,43.619999,44.470001,43.599998,44.110001,26177200,42.644501
2015-09-18,43.50,43.990002,43.330002,43.48,63143700,42.035431
2015-09-17,44.290001,45.00,44.080002,44.25,32768200,42.779849
2015-09-16,43.970001,44.380001,43.84,44.299999,23372200,42.828187
2015-09-15,43.189999,44.290001,43.080002,43.98,28882200,42.518819
2015-09-14,43.43,43.439999,42.860001,43.040001,23656000,41.610051
2015-09-11,43.139999,43.59,42.939999,43.48,27132500,42.035431
2015-09-10,43.119999,43.790001,42.75,43.290001,31366600,41.851745
2015-09-09,44.209999,44.400002,42.91,43.07,33469500,41.639053
2015-09-08,43.299999,44.00,43.200001,43.889999,32469800,42.431809
2015-09-04,42.810001,43.040001,42.200001,42.610001,37138800,41.194337
2015-09-03,43.41,43.98,43.279999,43.50,28285200,42.054767
2015-09-02,42.360001,43.380001,41.880001,43.360001,37671500,41.919419
2015-09-01,42.169998,42.59,41.66,41.82,49688900,40.430583
2015-08-31,43.560001,43.93,43.099998,43.52,34441700,42.074103
2015-08-28,43.400002,44.150002,43.389999,43.93,28246700,42.470481
2015-08-27,43.23,43.950001,42.93,43.900002,50943200,42.441479
2015-08-26,42.009998,42.84,41.060001,42.709999,63408000,41.291013
2015-08-25,42.57,43.240002,40.389999,40.470001,70616600,39.125436
2015-08-24,40.450001,42.689999,39.720001,41.68,88753700,40.295234
2015-08-21,45.299999,45.48,43.07,43.07,70053100,41.639053
2015-08-20,46.07,46.470001,45.66,45.66,36238200,44.143004
2015-08-19,46.779999,47.080002,46.299999,46.610001,31444000,45.061442
2015-08-18,46.84,47.43,46.700001,47.27,23574100,45.699514
2015-08-17,46.810001,47.450001,46.57,47.32,21099700,45.448152
2015-08-14,46.529999,47.099998,46.52,47.00,21473400,45.140811
2015-08-13,47.060001,47.099998,46.490002,46.73,22627200,44.881491
2015-08-12,46.189999,46.900002,45.709999,46.740002,30181400,44.891097
2015-08-11,46.82,46.939999,45.900002,46.41,29237400,44.574149
2015-08-10,46.950001,47.490002,46.84,47.330002,23079900,45.457759
2015-08-07,46.389999,46.779999,46.259998,46.740002,19163000,44.891097
2015-08-06,47.709999,47.77,46.330002,46.619999,27368000,44.775841
2015-08-05,47.98,48.41,47.540001,47.580002,26959700,45.697869
2015-08-04,46.75,47.709999,46.68,47.540001,33403900,45.659451
2015-08-03,46.98,47.00,46.450001,46.810001,24125900,44.958328
